ts,final_label,rf_label,rf_conf,if_score,route,unsup_verdict,thr_in,thr_out,conf_gate,is_partial,src_ip,src_port,dst_ip,dst_port,latency_ms
1757705222.925878,Benign,Benign,0.830000,0.327937,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705232.493279,Benign,Benign,1.000000,0.361219,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705236.503050,Benign,Benign,1.000000,0.038798,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705250.510858,Benign,Benign,1.000000,0.383208,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705250.549471,Benign,Benign,1.000000,0.253683,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705250.588772,Benign,Benign,1.000000,0.244321,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705250.692034,Benign,Benign,0.980000,0.397223,rf_confident,inlier,0.389098,0.389098,0.750,0,97.74.86.156,46038,10.128.0.5,22,
1757705256.737859,Benign,Benign,0.960000,0.366009,rf_confident,outlier,0.389098,0.389098,0.750,0,91.224.92.108,33798,10.128.0.5,22,
1757705265.974052,Benign,Benign,0.910000,0.313810,rf_confident,outlier,0.389098,0.389098,0.750,0,91.224.92.108,37000,10.128.0.5,22,
1757705278.240047,Benign,Benign,0.920000,0.309956,rf_confident,outlier,0.389098,0.389098,0.750,0,91.224.92.108,42910,10.128.0.5,22,
1757705278.526052,Benign,Benign,0.970000,0.305601,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.108,33798,
1757705281.307357,Benign,Benign,1.000000,-0.002589,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,51592,142.251.189.95,443,
1757705281.343435,Benign,Benign,1.000000,0.321801,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.241.19,46777,10.128.0.5,22,
1757705282.528227,Benign,Benign,1.000000,0.383951,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705282.562155,Benign,Benign,1.000000,0.383455,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705290.514629,Benign,Benign,0.990000,0.379918,rf_confident,outlier,0.389098,0.389098,0.750,0,103.38.182.49,55004,10.128.0.5,22,
1757705290.553694,Benign,Benign,0.930000,0.305601,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.108,37000,
1757705296.540653,Benign,Benign,0.970000,0.392547,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705296.574254,Benign,Benign,0.950000,0.307963,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.108,42910,
1757705308.927758,Benign,Benign,1.000000,0.323088,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757705310.552589,Benign,Benign,0.770000,0.144893,rf_confident,outlier,0.379100,0.379100,0.750,1,39.109.126.152,46546,10.128.0.5,22,
1757705312.548008,Benign,Benign,1.000000,0.257236,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705312.580399,Benign,Benign,1.000000,0.247249,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705321.162135,Benign,Benign,0.990000,0.384350,rf_confident,outlier,0.389098,0.389098,0.750,0,97.74.86.156,42976,10.128.0.5,22,
1757705330.567844,Benign,Benign,1.000000,0.361219,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705333.573069,Benign,Benign,0.830000,0.319854,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,40820,74.125.126.101,443,
1757705333.609604,Benign,Benign,0.790000,0.334609,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,37346,91.189.91.83,80,
1757705333.643667,Benign,Benign,0.990000,0.290810,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,56746,169.254.169.254,53,
1757705333.679056,Benign,Benign,1.000000,0.296179,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,50557,169.254.169.254,53,
1757705333.714281,Benign,Benign,0.900000,0.293285,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,44041,169.254.169.254,53,
1757705333.750920,Benign,Benign,0.970000,0.293285,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,38647,169.254.169.254,53,
1757705333.789576,Unknown/Anomaly,Benign,0.670000,0.308559,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,43900,185.125.190.80,443,
1757705340.570052,Benign,Benign,1.000000,0.383431,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705340.604182,Benign,Benign,1.000000,0.383680,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705342.571289,Benign,Benign,1.000000,0.385017,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.241.19,46777,10.128.0.5,22,
1757705346.574371,Benign,Benign,1.000000,0.389707,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,36340,169.254.169.254,53,
1757705346.609811,Benign,Benign,1.000000,0.389707,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,45569,169.254.169.254,53,
1757705346.646009,Benign,Benign,1.000000,0.351798,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,50342,169.254.169.254,53,
1757705346.677796,Benign,Benign,1.000000,0.352793,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,54709,169.254.169.254,53,
1757705346.714621,Benign,Benign,1.000000,0.123235,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59310,74.125.201.95,443,
1757705346.751582,Benign,Benign,0.980000,0.218989,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,39716,169.254.169.254,80,
1757705346.801236,Benign,Benign,1.000000,0.383174,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,35348,169.254.169.254,53,
1757705346.838433,Benign,Benign,1.000000,0.347523,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,50056,169.254.169.254,53,
1757705346.874791,Benign,Benign,1.000000,0.349749,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,56483,169.254.169.254,53,
1757705346.911766,Benign,Benign,1.000000,0.349749,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,37635,169.254.169.254,53,
1757705346.951455,Benign,Benign,1.000000,0.347615,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,48658,169.254.169.254,53,
1757705346.985796,Benign,Benign,1.000000,0.347342,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47771,169.254.169.254,53,
1757705347.020451,Benign,Benign,1.000000,0.348400,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59193,169.254.169.254,53,
1757705347.055648,Benign,Benign,1.000000,0.348943,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36565,169.254.169.254,53,
1757705347.090620,Benign,Benign,0.990000,0.343007,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38172,169.254.169.254,53,
1757705347.125990,Benign,Benign,0.990000,0.343007,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,42941,169.254.169.254,53,
1757705347.158924,Benign,Benign,1.000000,0.388894,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,35504,169.254.169.254,53,
1757705347.192074,Benign,Benign,1.000000,0.392547,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,45526,169.254.169.254,53,
1757705347.227868,Benign,Benign,1.000000,0.392789,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,48057,169.254.169.254,53,
1757705347.325624,Benign,Benign,1.000000,0.393447,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,47570,169.254.169.254,53,
1757705347.364861,Benign,Benign,1.000000,0.349462,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59388,169.254.169.254,53,
1757705347.402755,Benign,Benign,1.000000,0.396322,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,52475,169.254.169.254,53,
1757705347.445383,Benign,Benign,1.000000,0.396027,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,49157,169.254.169.254,53,
1757705347.481794,Benign,Benign,1.000000,0.395264,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,58331,169.254.169.254,53,
1757705347.516343,Benign,Benign,1.000000,0.395264,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56021,169.254.169.254,53,
1757705347.552855,Benign,Benign,1.000000,0.400320,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,47626,169.254.169.254,53,
1757705347.586376,Benign,Benign,1.000000,0.400175,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56098,169.254.169.254,53,
1757705347.629478,Benign,Benign,1.000000,0.378161,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,54518,169.254.169.254,53,
1757705348.671597,Benign,Benign,0.940000,0.152961,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,56924,173.194.194.95,443,
1757705348.708925,Benign,Benign,1.000000,0.245525,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,41640,35.184.25.42,80,
1757705348.752490,Benign,Benign,1.000000,0.400957,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,58307,169.254.169.254,53,
1757705348.793324,Benign,Benign,1.000000,0.093396,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36070,216.239.32.174,443,
1757705352.690147,Benign,Benign,1.000000,0.399209,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,44178,169.254.169.254,53,
1757705352.728153,Benign,Benign,1.000000,0.187538,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38624,216.239.34.174,443,
1757705352.763777,Benign,Benign,1.000000,0.399209,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,41373,169.254.169.254,53,
1757705352.803967,Benign,Benign,1.000000,0.157165,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,50698,216.239.38.174,443,
1757705356.708412,Benign,Benign,1.000000,0.020588,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705356.760088,Benign,Benign,1.000000,0.399160,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,38929,169.254.169.254,53,
1757705356.812085,Benign,Benign,0.990000,0.183835,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59358,216.239.36.174,443,
1757705370.715842,Benign,Benign,1.000000,0.261350,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705370.751453,Benign,Benign,1.000000,0.253020,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705376.723202,Benign,Benign,1.000000,0.358857,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36070,216.239.32.174,443,
1757705380.724866,Benign,Benign,1.000000,0.357549,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38624,216.239.34.174,443,
1757705382.731422,Benign,Benign,1.000000,0.317251,rf_confident,outlier,0.379100,0.379100,0.750,1,93.152.230.141,59995,10.128.0.5,22,
1757705382.766528,Benign,Benign,0.960000,0.339279,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59358,216.239.36.174,443,
1757705382.860865,Benign,Benign,0.990000,0.399328,rf_confident,inlier,0.389098,0.389098,0.750,0,103.38.182.49,35598,10.128.0.5,22,
1757705388.737603,Benign,Benign,1.000000,0.385017,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.241.19,46777,10.128.0.5,22,
1757705395.163047,Benign,Benign,0.990000,0.390800,rf_confident,inlier,0.389098,0.389098,0.750,0,97.74.86.156,52692,10.128.0.5,22,
1757705401.420958,Benign,Benign,1.000000,-0.007108,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,51592,142.251.189.95,443,
1757705401.455171,Benign,Benign,1.000000,0.323088,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.241.19,46777,10.128.0.5,22,
1757705402.748833,Benign,Benign,1.000000,0.383885,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705402.791368,Benign,Benign,1.000000,0.383455,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705410.758502,Benign,Benign,1.000000,0.384132,rf_confident,inlier,0.379100,0.379100,0.750,1,39.109.126.152,43624,10.128.0.5,22,
1757705414.772558,Benign,Benign,1.000000,0.384132,rf_confident,inlier,0.379100,0.379100,0.750,1,97.74.86.156,52692,10.128.0.5,22,
1757705426.781148,Benign,Benign,0.970000,0.217537,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47852,169.254.169.254,80,
1757705426.819117,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,39372,169.254.169.254,53,
1757705426.854547,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,41497,169.254.169.254,53,
1757705426.894968,Benign,Benign,1.000000,0.396661,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56372,169.254.169.254,53,
1757705426.931973,Benign,Benign,1.000000,0.396041,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,55571,169.254.169.254,53,
1757705426.966454,Benign,Benign,1.000000,0.104956,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46764,216.239.32.174,443,
1757705427.014270,Benign,Benign,1.000000,0.216900,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47860,169.254.169.254,80,
1757705429.178091,Benign,Benign,1.000000,0.329186,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757705432.784473,Benign,Benign,1.000000,0.249259,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705432.821327,Benign,Benign,1.000000,0.248217,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705432.855855,Benign,Benign,1.000000,0.359961,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705434.793822,Benign,Benign,1.000000,0.395198,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56042,169.254.169.254,123,
1757705453.539791,Unknown/Anomaly,Benign,0.690000,0.289185,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705456.808139,Benign,Benign,1.000000,0.356525,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46764,216.239.32.174,443,
1757705462.808710,Benign,Benign,1.000000,0.383431,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705462.845723,Benign,Benign,1.000000,0.383431,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705471.914571,Benign,Benign,0.990000,0.386350,rf_confident,outlier,0.389098,0.389098,0.750,0,97.74.86.156,46274,10.128.0.5,22,
1757705474.816975,Benign,Benign,1.000000,0.033796,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705474.852142,Benign,Benign,1.000000,0.387150,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705481.172817,Benign,Benign,0.970000,0.375781,rf_confident,outlier,0.389098,0.389098,0.750,0,103.38.182.49,58198,10.128.0.5,22,
1757705481.204948,Benign,Benign,1.000000,0.391463,rf_confident,inlier,0.389098,0.389098,0.750,0,39.109.126.152,40706,10.128.0.5,22,
1757705490.825336,Benign,Benign,1.000000,0.247647,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705490.862357,Benign,Benign,1.000000,0.260679,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705508.826802,Unknown/Anomaly,Benign,0.610000,0.306299,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705520.834748,Benign,Benign,1.000000,0.384647,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705520.869614,Benign,Benign,1.000000,0.384044,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705520.905592,Benign,Benign,1.000000,0.383885,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705521.119933,Benign,Benign,1.000000,-0.001834,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,51592,142.251.189.95,443,
1757705521.152977,Benign,Benign,1.000000,0.323363,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.241.19,46777,10.128.0.5,22,
1757705530.276692,Benign,Benign,0.950000,0.358273,rf_confident,outlier,0.389098,0.389098,0.750,0,141.98.10.225,29666,10.128.0.5,22,
1757705530.843428,Benign,Benign,1.000000,0.360955,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705539.563846,Benign,Benign,0.960000,0.365730,rf_confident,outlier,0.389098,0.389098,0.750,0,141.98.10.225,12718,10.128.0.5,22,
1757705545.663909,Unknown/Anomaly,Benign,0.550000,0.288600,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,141.98.10.225,12718,
1757705545.696561,Benign,Benign,0.990000,0.395316,rf_confident,inlier,0.389098,0.389098,0.750,0,97.74.86.156,45312,10.128.0.5,22,
1757705548.771249,Benign,Benign,1.000000,0.331762,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757705551.920685,Benign,Benign,0.990000,0.386267,rf_confident,outlier,0.389098,0.389098,0.750,0,141.98.10.225,40998,10.128.0.5,22,
1757705552.854753,Benign,Benign,0.940000,0.307963,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,141.98.10.225,29666,
1757705552.888988,Benign,Benign,0.990000,0.225936,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705552.925457,Benign,Benign,1.000000,0.258971,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705570.235059,Unknown/Anomaly,Benign,0.710000,0.290098,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705574.867697,Benign,Benign,0.950000,0.307963,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,141.98.10.225,40998,
1757705579.545360,Benign,Benign,0.750000,0.360819,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705582.876305,Benign,Benign,1.000000,0.383680,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705582.917159,Benign,Benign,1.000000,0.383927,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705592.884429,Benign,Benign,1.000000,0.313051,rf_confident,outlier,0.379100,0.379100,0.750,1,216.239.38.174,443,10.128.0.5,50698,
1757705594.890761,Benign,Benign,1.000000,0.029493,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705594.927518,Benign,Benign,1.000000,0.391192,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705610.900702,Benign,Benign,1.000000,0.234537,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705610.934406,Benign,Benign,1.000000,0.259741,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705613.190412,Benign,Benign,0.750000,0.344776,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757705625.556048,Benign,Benign,0.990000,0.384350,rf_confident,outlier,0.389098,0.389098,0.750,0,97.74.86.156,35268,10.128.0.5,22,
1757705632.910818,Benign,Benign,1.000000,0.361219,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705640.914755,Benign,Benign,1.000000,0.387150,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705640.948643,Benign,Benign,1.000000,0.382432,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705640.982574,Benign,Benign,1.000000,0.383156,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705641.017777,Benign,Benign,1.000000,0.320809,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.241.19,46777,10.128.0.5,22,
1757705656.930334,Benign,Benign,1.000000,0.026333,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705658.946703,Unknown/Anomaly,Benign,0.590000,0.237501,routed_to_IF_outlier,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,35.235.245.128,40437,
1757705662.416919,Unknown/Anomaly,Benign,0.730000,0.369810,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,35.235.245.128,40437,10.128.0.5,22,
1757705668.575122,Benign,Benign,0.990000,0.320906,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757705672.938931,Benign,Benign,1.000000,0.260159,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705672.969071,Benign,Benign,1.000000,0.244349,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705686.947666,Benign,Benign,1.000000,0.385017,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.241.19,46777,10.128.0.5,22,
1757705686.983139,Benign,Benign,0.950000,0.345128,rf_confident,outlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705699.387686,Benign,Benign,0.990000,0.384350,rf_confident,outlier,0.389098,0.389098,0.750,0,97.74.86.156,40162,10.128.0.5,22,
1757705702.956766,Benign,Benign,1.000000,0.383915,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705702.990572,Benign,Benign,1.000000,0.383966,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705714.970806,Benign,Benign,1.000000,0.037353,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705715.025118,Benign,Benign,0.930000,0.242911,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51340,169.254.169.254,80,
1757705720.967675,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,54306,169.254.169.254,53,
1757705721.007173,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,54095,169.254.169.254,53,
1757705721.042284,Benign,Benign,1.000000,0.396041,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,50776,169.254.169.254,53,
1757705721.081189,Benign,Benign,1.000000,0.395155,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,40889,169.254.169.254,53,
1757705721.117165,Benign,Benign,1.000000,0.186474,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38736,216.239.36.174,443,
1757705731.000023,Benign,Benign,1.000000,0.260280,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705731.035392,Benign,Benign,1.000000,0.242802,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705731.071409,Benign,Benign,1.000000,0.360824,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36712,172.217.214.95,443,
1757705733.005857,Benign,Benign,1.000000,0.383305,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705733.039181,Benign,Benign,1.000000,0.385114,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.241.19,46777,10.128.0.5,22,
1757705743.023142,Benign,Benign,1.000000,0.331524,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,51340,
1757705753.023694,Benign,Benign,0.970000,0.335322,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38736,216.239.36.174,443,
1757705761.025692,Benign,Benign,1.000000,0.383915,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757705761.060569,Benign,Benign,1.000000,0.383585,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705763.850362,Benign,Benign,1.000000,0.339895,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.241.19,46777,10.128.0.5,22,
1757705770.063776,Benign,Benign,1.000000,0.384138,rf_confident,outlier,0.389098,0.389098,0.750,0,194.0.234.19,41340,10.128.0.5,22,
1757705773.013290,Benign,Benign,0.930000,0.385701,rf_confident,outlier,0.389098,0.389098,0.750,0,97.74.86.156,52750,10.128.0.5,22,
1757705777.031873,Benign,Benign,1.000000,0.025192,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51592,142.251.189.95,443,
1757705779.041654,Benign,Benign,1.000000,0.384647,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757705791.655767,Benign,Benign,1.000000,0.314625,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757705793.040487,Benign,Benign,1.000000,0.253647,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757705793.073691,Benign,Benign,1.000000,0.246752,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757705797.535120,Benign,Benign,0.980000,0.306171,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.159,63258,10.128.0.5,22,
1757705803.718743,Benign,Benign,0.960000,0.366009,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.159,42458,10.128.0.5,22,
1757705812.905133,Benign,Benign,0.960000,0.366009,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.159,15412,10.128.0.5,22,
1757705817.054452,Benign,Benign,1.000000,0.302379,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,193.46.255.159,63258,
1757705823.058103,Benign,Benign,1.000000,0.383585,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757705823.090220,Benign,Benign,1.000000,0.370478,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
