ts,final_label,rf_label,rf_conf,if_score,route,unsup_verdict,thr_in,thr_out,conf_gate,is_partial,src_ip,src_port,dst_ip,dst_port,latency_ms
1757699438.763915,Benign,Benign,1.000000,0.360139,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,35768,216.239.32.174,443,
1757699450.774607,Benign,Benign,1.000000,0.233021,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699450.834852,Benign,Benign,1.000000,0.233693,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699453.173529,Benign,Benign,1.000000,0.331871,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757699471.776812,Unknown/Anomaly,Benign,0.690000,0.296748,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699474.768249,Benign,Benign,1.000000,-0.012733,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699480.786564,Benign,Benign,1.000000,0.380860,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699480.836926,Benign,Benign,1.000000,0.377530,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699480.930627,Benign,Benign,0.980000,0.388921,rf_confident,outlier,0.389098,0.389098,0.750,0,120.48.175.241,46950,10.128.0.5,22,
1757699496.169690,Benign,Benign,0.980000,0.370848,rf_confident,outlier,0.389098,0.389098,0.750,0,80.94.95.115,36590,10.128.0.5,22,
1757699499.282974,Benign,Benign,0.900000,0.369787,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699512.790177,Benign,Benign,1.000000,0.239055,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699512.825195,Benign,Benign,1.000000,0.223430,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699512.861551,Benign,Benign,1.000000,0.360560,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757699530.015972,Unknown/Anomaly,Benign,0.600000,0.322112,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699536.799038,Benign,Benign,1.000000,-0.010487,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699540.812196,Benign,Benign,1.000000,0.383951,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699540.848152,Benign,Benign,1.000000,0.383885,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699557.475065,Unknown/Anomaly,Benign,0.610000,0.299709,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699570.817523,Benign,Benign,1.000000,0.233381,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699570.851249,Benign,Benign,1.000000,0.221749,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699572.861406,Benign,Benign,0.960000,0.365730,rf_confident,outlier,0.389098,0.389098,0.750,0,91.224.92.32,12584,10.128.0.5,22,
1757699582.825040,Benign,Benign,0.990000,0.383134,rf_confident,inlier,0.379100,0.379100,0.750,1,120.48.175.241,42832,10.128.0.5,22,
1757699585.142129,Unknown/Anomaly,Benign,0.610000,0.334033,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,91.224.92.32,64426,10.128.0.5,22,
1757699592.834937,Benign,Benign,0.990000,0.128351,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.32,12584,
1757699592.868084,Benign,Benign,0.940000,0.314935,rf_confident,outlier,0.379100,0.379100,0.750,1,216.239.36.174,443,10.128.0.5,38564,
1757699594.395285,Benign,Benign,0.940000,0.315028,rf_confident,outlier,0.389098,0.389098,0.750,0,91.224.92.32,30822,10.128.0.5,22,
1757699594.846108,Benign,Benign,1.000000,-0.017912,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699600.849221,Benign,Benign,1.000000,0.383966,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699600.881016,Benign,Benign,1.000000,0.383680,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699603.533130,Benign,Benign,1.000000,0.322437,rf_confident,outlier,0.389098,0.389098,0.750,0,80.94.95.112,32762,10.128.0.5,22,
1757699606.857493,Benign,Benign,0.950000,0.307963,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.32,64426,
1757699610.853287,Benign,Benign,1.000000,0.362083,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757699612.866490,Benign,Benign,0.950000,0.307963,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,91.224.92.32,30822,
1757699630.877350,Benign,Benign,0.820000,0.355159,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,35.235.245.128,40437,
1757699630.911486,Benign,Benign,1.000000,0.300173,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,80.94.95.112,32762,
1757699630.946423,Benign,Benign,0.990000,0.226746,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699630.981834,Benign,Benign,1.000000,0.226922,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699634.285478,Benign,Benign,0.890000,0.328664,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.128,40437,10.128.0.5,22,
1757699638.888514,Unknown/Anomaly,Benign,0.730000,0.225142,routed_to_IF_outlier,outlier,0.379100,0.379100,0.750,1,120.48.175.241,59516,10.128.0.5,22,
1757699655.739768,Unknown/Anomaly,Benign,0.690000,0.286377,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699656.891937,Benign,Benign,1.000000,0.000117,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699662.897825,Benign,Benign,1.000000,0.383797,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699662.933829,Benign,Benign,1.000000,0.383797,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699680.370674,Unknown/Anomaly,Benign,0.610000,0.305980,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699686.498119,Benign,Benign,1.000000,0.330431,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757699690.913940,Benign,Benign,1.000000,0.249730,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699690.945357,Benign,Benign,1.000000,0.247310,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699702.922776,Benign,Benign,0.910000,0.189061,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,42062,10.128.0.5,22,
1757699710.927864,Benign,Benign,1.000000,0.358550,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757699714.930313,Benign,Benign,1.000000,-0.007075,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699716.932258,Benign,Benign,1.000000,0.383305,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757699720.936065,Benign,Benign,0.920000,0.373690,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,42832,
1757699720.972968,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56622,169.254.169.254,53,
1757699721.008285,Benign,Benign,1.000000,0.398794,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,48000,169.254.169.254,53,
1757699721.045458,Benign,Benign,1.000000,0.396687,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,46778,169.254.169.254,53,
1757699721.080910,Benign,Benign,1.000000,0.396041,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,49782,169.254.169.254,53,
1757699721.115252,Benign,Benign,1.000000,0.186171,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,57936,216.239.32.174,443,
1757699721.149856,Benign,Benign,1.000000,0.380860,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699721.182800,Benign,Benign,1.000000,0.382935,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699738.732536,Unknown/Anomaly,Benign,0.540000,0.267614,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699742.966207,Benign,Benign,0.920000,0.373690,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,42832,
1757699750.974457,Benign,Benign,1.000000,0.356258,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,57936,216.239.32.174,443,
1757699751.010495,Benign,Benign,1.000000,0.247241,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699751.049861,Benign,Benign,1.000000,0.228894,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699756.981135,Benign,Benign,0.920000,0.127717,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,50942,10.128.0.5,22,
1757699762.985718,Benign,Benign,1.000000,0.379458,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757699776.987562,Benign,Benign,0.870000,0.365440,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,59516,
1757699777.021752,Benign,Benign,1.000000,-0.004336,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699782.996019,Benign,Benign,1.000000,0.383637,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699783.031505,Benign,Benign,1.000000,0.383885,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699783.068259,Benign,Benign,0.920000,0.373690,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,42832,
1757699797.009395,Benign,Benign,0.870000,0.365440,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,59516,
1757699806.328755,Benign,Benign,1.000000,0.321444,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757699809.012519,Benign,Benign,1.000000,0.244352,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699809.047773,Benign,Benign,1.000000,0.247070,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699813.018487,Benign,Benign,1.000000,0.361219,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757699817.024234,Benign,Benign,0.900000,0.189061,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,45194,10.128.0.5,22,
1757699821.646047,Benign,Benign,1.000000,0.094930,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,46054,74.125.201.95,443,
1757699830.970882,Benign,Benign,0.960000,0.366623,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.7,30710,10.128.0.5,22,
1757699837.033672,Benign,Benign,1.000000,0.383305,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757699837.068759,Benign,Benign,0.870000,0.365440,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,59516,
1757699841.044670,Benign,Benign,1.000000,0.383680,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699841.078893,Benign,Benign,1.000000,0.383431,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699846.119595,Benign,Benign,0.940000,0.313325,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.7,47718,10.128.0.5,22,
1757699857.052291,Benign,Benign,1.000000,0.302744,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,193.46.255.7,30710,
1757699858.514983,Benign,Benign,0.960000,0.306171,rf_confident,outlier,0.389098,0.389098,0.750,0,193.46.255.7,11192,10.128.0.5,22,
1757699865.058908,Benign,Benign,1.000000,0.302744,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,193.46.255.7,47718,
1757699865.093809,Benign,Benign,0.980000,0.280600,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,46970,10.128.0.5,22,
1757699871.067300,Benign,Benign,1.000000,0.237537,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699871.100575,Benign,Benign,0.990000,0.224014,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699877.077623,Benign,Benign,1.000000,0.302744,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,193.46.255.7,11192,
1757699883.086328,Benign,Benign,1.000000,0.383305,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757699897.089819,Benign,Benign,1.000000,0.000752,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699903.097317,Benign,Benign,1.000000,0.384175,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699903.134419,Benign,Benign,1.000000,0.383966,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699911.099813,Benign,Benign,1.000000,0.360560,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757699923.105816,Benign,Benign,0.980000,0.280600,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,44678,10.128.0.5,22,
1757699926.093265,Benign,Benign,1.000000,0.336056,rf_confident,outlier,0.389098,0.389098,0.750,0,35.235.245.130,41239,10.128.0.5,22,
1757699929.113187,Benign,Benign,1.000000,0.228767,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699929.148622,Benign,Benign,1.000000,0.221749,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699947.711611,Unknown/Anomaly,Benign,0.610000,0.299709,routed_to_IF_outlier,outlier,0.389098,0.389098,0.750,0,10.128.0.5,22,35.235.245.128,40437,
1757699949.128549,Benign,Benign,0.980000,0.178530,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,41196,169.254.169.254,80,
1757699949.168781,Benign,Benign,1.000000,0.353419,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,32831,169.254.169.254,53,
1757699949.203189,Benign,Benign,1.000000,0.351528,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46884,169.254.169.254,53,
1757699949.238487,Benign,Benign,1.000000,0.389800,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,36674,169.254.169.254,53,
1757699949.274549,Benign,Benign,1.000000,0.389800,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,51094,169.254.169.254,53,
1757699949.314521,Benign,Benign,1.000000,0.123747,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,54302,173.194.195.95,443,
1757699949.351787,Benign,Benign,1.000000,0.385779,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,56548,169.254.169.254,53,
1757699949.388674,Benign,Benign,1.000000,0.347523,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36686,169.254.169.254,53,
1757699949.422146,Benign,Benign,1.000000,0.344111,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,44938,169.254.169.254,53,
1757699949.456841,Benign,Benign,1.000000,0.344660,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,40642,169.254.169.254,53,
1757699949.489927,Benign,Benign,1.000000,0.348947,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,33680,169.254.169.254,53,
1757699949.526208,Benign,Benign,0.990000,0.351698,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,38388,169.254.169.254,53,
1757699949.562539,Benign,Benign,1.000000,0.348943,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,37418,169.254.169.254,53,
1757699949.596487,Benign,Benign,1.000000,0.346149,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,43588,169.254.169.254,53,
1757699949.635551,Benign,Benign,1.000000,0.323974,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,58917,169.254.169.254,53,
1757699949.670533,Benign,Benign,1.000000,0.347342,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,51414,169.254.169.254,53,
1757699949.765008,Benign,Benign,1.000000,0.389647,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,52383,169.254.169.254,53,
1757699949.801147,Benign,Benign,1.000000,0.390159,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,38924,169.254.169.254,53,
1757699949.836631,Benign,Benign,1.000000,0.392789,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,49182,169.254.169.254,53,
1757699949.872122,Benign,Benign,1.000000,0.392547,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,60415,169.254.169.254,53,
1757699949.909765,Benign,Benign,1.000000,0.395140,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,37726,169.254.169.254,53,
1757699949.933013,Benign,Benign,1.000000,0.393596,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,40072,169.254.169.254,53,
1757699949.968883,Benign,Benign,1.000000,0.348084,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,49048,169.254.169.254,53,
1757699950.006565,Benign,Benign,1.000000,0.348084,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,37510,169.254.169.254,53,
1757699950.057381,Benign,Benign,1.000000,0.377961,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,40985,169.254.169.254,53,
1757699950.131780,Benign,Benign,1.000000,0.377961,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36133,169.254.169.254,53,
1757699950.199927,Benign,Benign,1.000000,0.400222,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,55455,169.254.169.254,53,
1757699950.239584,Benign,Benign,1.000000,0.378161,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36521,169.254.169.254,53,
1757699950.276662,Benign,Benign,1.000000,0.155485,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59086,35.193.225.125,80,
1757699950.312455,Benign,Benign,1.000000,0.395243,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,50237,169.254.169.254,53,
1757699950.491327,Benign,Benign,1.000000,0.396027,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,33208,169.254.169.254,53,
1757699950.526252,Benign,Benign,1.000000,0.396506,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,59797,169.254.169.254,53,
1757699950.563762,Benign,Benign,1.000000,0.395264,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,58658,169.254.169.254,53,
1757699950.600749,Benign,Benign,1.000000,0.140062,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,33602,173.194.195.139,443,
1757699950.636244,Benign,Benign,1.000000,0.202071,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,35158,185.125.190.82,80,
1757699950.671530,Benign,Benign,1.000000,0.136331,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46706,185.125.190.80,443,
1757699950.706618,Benign,Benign,1.000000,0.400281,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,33352,169.254.169.254,53,
1757699950.744933,Benign,Benign,1.000000,0.398545,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,40196,169.254.169.254,53,
1757699950.784775,Benign,Benign,1.000000,0.093438,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36374,216.239.36.174,443,
1757699950.822037,Benign,Benign,1.000000,0.217260,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,41208,169.254.169.254,80,
1757699950.915796,Benign,Benign,0.790000,0.300772,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,39480,10.128.0.5,22,
1757699951.263486,Benign,Benign,1.000000,0.175302,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,45178,142.251.183.95,443,
1757699951.297076,Benign,Benign,1.000000,0.399959,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,57602,169.254.169.254,53,
1757699951.331613,Benign,Benign,1.000000,0.389821,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34415,169.254.169.254,53,
1757699951.366542,Benign,Benign,1.000000,0.183998,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,39412,216.239.38.174,443,
1757699951.400307,Benign,Benign,1.000000,0.397896,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,52086,169.254.169.254,53,
1757699951.436542,Benign,Benign,1.000000,0.399959,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,51742,169.254.169.254,53,
1757699951.470200,Benign,Benign,0.990000,0.145805,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,52436,216.239.34.174,443,
1757699955.287091,Benign,Benign,1.000000,-0.011701,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46054,74.125.201.95,443,
1757699955.321784,Benign,Benign,1.000000,0.399959,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,59442,169.254.169.254,53,
1757699955.355389,Benign,Benign,1.000000,0.389821,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,40824,169.254.169.254,53,
1757699955.380158,Benign,Benign,1.000000,0.185809,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46654,216.239.36.174,443,
1757699956.876079,Benign,Benign,0.930000,0.330226,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,53020,10.128.0.5,22,
1757699957.304411,Benign,Benign,1.000000,0.328962,rf_confident,outlier,0.379100,0.379100,0.750,1,80.94.95.15,43818,10.128.0.5,22,
1757699959.980562,Benign,Benign,0.990000,0.393316,rf_confident,inlier,0.389098,0.389098,0.750,0,80.94.95.116,34788,10.128.0.5,22,
1757699961.310071,Benign,Benign,1.000000,0.383951,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34576,169.254.169.254,80,
1757699961.344528,Benign,Benign,1.000000,0.383703,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,34580,169.254.169.254,80,
1757699966.058109,Benign,Benign,0.990000,0.385624,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,53020,10.128.0.5,22,
1757699969.315042,Benign,Benign,0.750000,0.109043,rf_confident,outlier,0.379100,0.379100,0.750,1,118.145.184.208,39480,10.128.0.5,22,
1757699972.240708,Benign,Benign,0.880000,0.276932,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,39328,10.128.0.5,22,
1757699979.324138,Benign,Benign,0.990000,0.342272,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36374,216.239.36.174,443,
1757699979.357989,Benign,Benign,0.980000,0.280600,rf_confident,outlier,0.379100,0.379100,0.750,1,120.48.175.241,53724,10.128.0.5,22,
1757699981.330577,Benign,Benign,0.880000,0.331567,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,39412,216.239.38.174,443,
1757699985.335250,Benign,Benign,1.000000,0.345584,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,46654,216.239.36.174,443,
1757699985.373360,Benign,Benign,1.000000,0.354132,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,118.145.184.208,53020,
1757699987.346052,Benign,Benign,0.920000,0.385192,rf_confident,inlier,0.379100,0.379100,0.750,1,35.235.245.130,41239,10.128.0.5,22,
1757699987.579955,Benign,Benign,0.960000,0.328874,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,58342,10.128.0.5,22,
1757699991.348711,Benign,Benign,1.000000,0.236765,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34580,
1757699991.386951,Benign,Benign,1.000000,0.228541,rf_confident,outlier,0.379100,0.379100,0.750,1,169.254.169.254,80,10.128.0.5,34576,
1757699993.809651,Benign,Benign,0.940000,0.344377,rf_confident,outlier,0.389098,0.389098,0.750,0,195.211.188.200,8978,10.128.0.5,22,
1757699993.848227,Benign,Benign,0.900000,0.329320,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,39974,10.128.0.5,22,
1757699997.355653,Benign,Benign,0.970000,0.283157,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,118.145.184.208,39328,
1757699999.997100,Benign,Benign,0.970000,0.042963,rf_confident,outlier,0.389098,0.389098,0.750,0,10.128.0.5,46054,74.125.201.95,443,
1757700006.074700,Benign,Benign,0.880000,0.260403,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,33038,10.128.0.5,22,
1757700007.364061,Benign,Benign,0.920000,0.373690,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,120.48.175.241,46970,
1757700007.403574,Benign,Benign,0.940000,0.350825,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,118.145.184.208,58342,
1757700009.364702,Benign,Benign,0.770000,0.213814,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,59104,169.254.169.254,80,
1757700009.401054,Benign,Benign,1.000000,0.396700,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,38051,169.254.169.254,53,
1757700009.436891,Benign,Benign,1.000000,0.391290,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,39074,169.254.169.254,53,
1757700009.471300,Benign,Benign,1.000000,0.387468,rf_confident,inlier,0.379100,0.379100,0.750,1,10.128.0.5,58373,169.254.169.254,53,
1757700009.505103,Benign,Benign,1.000000,0.105867,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,36498,108.177.121.95,443,
1757700013.391239,Benign,Benign,1.000000,0.358224,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,47466,74.125.126.95,443,
1757700015.286949,Benign,Benign,0.930000,0.311385,rf_confident,outlier,0.389098,0.389098,0.750,0,118.145.184.208,41610,10.128.0.5,22,
1757700021.390463,Benign,Benign,0.910000,0.302490,rf_confident,outlier,0.379100,0.379100,0.750,1,10.128.0.5,22,195.211.188.200,8978,
