ts,proc_cpu_percent,proc_rss_mb,sys_cpu_percent
1757700322749,0.0,14.62,29.9
1757700323750,0.0,14.62,1.1
1757700324750,1.0,14.62,1.8
1757700325751,0.0,14.62,31.0
1757700326752,0.0,14.62,0.1
1757700327752,0.0,14.62,1.2
1757700328753,0.0,14.62,30.7
1757700329754,0.0,14.62,0.2
1757700330755,0.0,14.62,0.3
1757700331755,0.0,14.62,33.1
1757700332756,0.0,14.62,6.6
1757700333757,0.0,14.62,0.3
1757700334757,1.0,14.62,31.3
1757700335758,0.0,14.62,2.8
1757700336759,0.0,14.62,0.2
1757700337760,0.0,14.62,30.5
1757700338760,0.0,14.62,2.6
1757700339761,1.0,14.62,0.3
1757700340762,0.0,14.62,29.8
1757700341762,0.0,14.62,3.8
1757700342763,0.0,14.62,0.5
1757700343764,0.0,14.62,29.7
1757700344764,0.0,14.62,4.6
1757700345765,0.0,14.62,0.1
1757700346766,1.0,14.62,28.5
1757700347767,0.0,14.62,4.8
1757700348767,0.0,14.62,0.0
1757700349768,0.0,14.62,27.9
1757700350769,0.0,14.62,4.1
1757700351769,0.0,14.62,0.7
1757700352772,0.0,14.62,25.9
1757700353773,0.0,14.62,7.3
1757700354774,0.0,14.62,0.1
1757700355776,1.0,14.62,18.3
1757700356777,0.0,14.62,15.9
1757700357778,0.0,14.62,0.3
1757700358778,0.0,14.62,11.7
1757700359779,0.0,14.62,22.2
1757700360780,0.0,14.62,0.2
1757700361781,0.0,14.62,4.8
1757700362781,0.0,14.62,27.6
1757700363782,0.0,14.62,0.5
1757700364783,1.0,14.62,3.3
1757700365783,0.0,14.62,30.2
1757700366785,0.0,14.62,0.6
1757700367785,1.0,14.62,2.0
1757700368786,0.0,14.62,31.1
1757700369787,0.0,14.62,0.4
1757700370788,0.0,14.62,1.3
1757700371788,0.0,14.62,30.7
1757700372789,0.0,14.62,0.0
1757700373790,0.0,14.62,0.8
1757700374790,0.0,14.62,31.6
1757700375791,0.0,14.62,1.4
1757700376792,0.0,14.62,0.4
1757700377793,1.0,14.62,31.9
1757700378793,0.0,14.62,2.6
1757700379794,0.0,14.62,0.2
1757700380795,0.0,14.62,30.9
1757700381796,0.0,14.62,1.7
1757700382796,0.0,14.62,0.7
1757700383797,0.0,14.62,30.6
1757700384798,0.0,14.62,2.1
1757700385798,0.0,14.62,0.1
1757700386799,0.0,14.62,29.3
1757700387800,1.0,14.62,3.9
1757700388801,0.0,14.62,0.2
1757700389801,0.0,14.62,28.8
1757700390802,0.0,14.62,3.9
1757700391803,0.0,14.62,0.4
1757700392803,0.0,14.62,28.3
1757700393804,0.0,14.62,4.6
1757700394805,0.0,14.62,0.2
1757700395805,1.0,14.62,27.2
1757700396806,0.0,14.62,6.3
1757700397807,0.0,14.62,0.4
1757700398811,0.0,14.62,18.8
1757700399812,0.0,14.62,16.1
1757700400813,1.0,14.62,0.2
1757700401813,0.0,14.62,14.3
1757700402814,0.0,14.62,18.1
1757700403815,0.0,14.62,0.0
1757700404816,0.0,14.62,8.7
1757700405816,0.0,14.62,23.9
1757700406817,0.0,14.62,0.3
1757700407818,0.0,14.62,2.9
1757700408818,0.0,14.62,29.6
1757700409819,0.0,14.62,0.6
1757700410820,1.0,14.62,3.6
1757700411820,0.0,14.62,30.3
1757700412821,0.0,14.62,0.4
1757700413822,0.0,14.62,1.5
1757700414822,0.0,14.62,31.0
1757700415823,0.0,14.62,0.3
1757700416824,0.0,14.62,2.6
1757700417824,0.0,14.62,31.8
1757700418825,0.0,14.62,0.5
1757700419826,0.0,14.62,0.3
1757700420826,0.0,14.62,31.6
1757700421827,0.0,14.62,1.5
1757700422828,1.0,14.62,0.4
1757700423828,1.0,14.62,30.9
1757700424829,0.0,14.62,1.4
1757700425830,0.0,14.62,0.0
1757700426830,0.0,14.62,30.1
1757700427831,0.0,14.62,2.2
1757700428832,0.0,14.62,0.1
1757700429832,0.0,14.62,29.7
1757700430833,0.0,14.62,3.3
1757700431834,1.0,14.62,0.1
1757700432834,0.0,14.62,29.0
1757700433835,0.0,14.62,3.9
1757700434836,0.0,14.62,0.5
1757700435836,0.0,14.62,28.2
1757700436837,0.0,14.62,3.5
1757700437838,0.0,14.62,0.2
1757700438839,0.0,14.62,28.4
1757700439839,0.0,14.62,4.7
1757700440840,0.0,14.62,1.7
1757700441842,1.0,14.62,25.0
1757700442843,0.0,14.62,7.6
1757700443844,0.0,14.62,0.1
1757700444844,0.0,14.62,18.3
1757700445845,0.0,14.62,14.2
1757700446846,0.0,14.62,0.1
1757700447846,0.0,14.62,12.0
1757700448847,0.0,14.62,20.3
1757700449848,0.0,14.62,0.1
1757700450849,1.0,14.62,4.2
1757700451849,0.0,14.62,28.9
1757700452850,0.0,14.62,0.1
1757700453851,0.0,14.62,2.7
1757700454851,0.0,14.62,29.8
1757700455852,0.0,14.62,0.4
1757700456853,0.0,14.62,1.9
1757700457854,0.0,14.62,30.8
1757700458854,1.0,14.62,0.4
1757700459855,0.0,14.62,1.5
1757700460856,0.0,14.62,31.7
1757700461856,0.0,14.62,3.3
1757700462857,0.0,14.62,1.4
1757700463858,0.0,14.62,31.8
1757700464859,0.0,14.62,2.8
1757700465859,0.0,14.62,0.2
1757700466860,1.0,14.62,31.4
1757700467861,0.0,14.62,1.9
1757700468861,0.0,14.62,0.2
1757700469862,0.0,14.62,30.8
1757700470863,0.0,14.62,3.1
1757700471864,0.0,14.62,0.3
1757700472864,0.0,14.62,30.0
1757700473865,0.0,14.62,4.2
1757700474866,0.0,14.62,0.9
1757700475866,0.0,14.62,29.2
1757700476867,1.0,14.62,5.0
1757700477868,0.0,14.62,0.2
1757700478868,0.0,14.62,29.2
1757700479869,0.0,14.62,5.0
1757700480870,0.0,14.62,1.1
1757700481870,0.0,14.62,27.9
1757700482871,0.0,14.62,5.0
1757700483872,1.0,14.62,0.2
1757700484872,0.0,14.62,28.2
1757700485873,0.0,14.62,6.2
1757700486874,0.0,14.62,0.5
1757700487874,0.0,14.62,18.3
1757700488875,1.0,14.62,14.8
1757700489876,0.0,14.62,0.1
1757700490878,0.0,14.62,12.2
1757700491879,0.0,14.62,20.9
1757700492880,0.0,14.62,0.6
1757700493880,0.0,14.62,5.7
1757700494881,0.0,14.62,27.6
1757700495882,0.0,14.62,0.2
1757700496882,0.0,14.62,3.3
1757700497883,0.0,14.62,30.3
1757700498884,0.0,14.62,0.1
1757700499885,0.0,14.62,2.2
1757700500885,0.0,14.62,29.5
1757700501886,1.0,14.62,0.1
1757700502887,1.0,14.62,2.2
1757700503887,0.0,14.62,31.0
1757700504888,0.0,14.62,0.2
1757700505889,0.0,14.62,0.9
1757700506889,0.0,14.62,30.8
1757700507890,0.0,14.62,0.3
1757700508891,0.0,14.62,1.2
1757700509892,0.0,14.62,31.6
1757700510892,0.0,14.62,1.4
1757700511893,0.0,14.62,0.2
1757700512894,0.0,14.62,31.0
1757700513895,0.0,14.62,1.2
1757700514896,0.0,14.62,0.6
1757700515896,0.0,14.62,30.3
1757700516897,1.0,14.62,2.2
1757700517898,0.0,14.62,0.1
1757700518899,0.0,14.62,29.6
1757700519899,0.0,14.62,3.1
1757700520900,0.0,14.62,0.1
1757700521901,0.0,14.62,29.1
1757700522901,0.0,14.62,4.6
1757700523902,0.0,14.62,0.2
1757700524903,0.0,14.62,28.2
1757700525904,1.0,14.62,5.3
1757700526904,0.0,14.62,0.6
1757700527905,1.0,14.62,20.5
1757700528906,0.0,14.62,18.0
1757700529907,0.0,14.62,13.4
1757700530911,0.0,14.62,28.5
1757700531912,0.0,14.62,21.5
1757700532913,0.0,14.62,1.5
1757700533916,0.0,14.62,16.3
1757700534917,0.0,14.62,19.4
1757700535918,0.0,14.62,0.2
1757700536918,0.0,14.62,11.1
1757700537919,0.0,14.62,24.0
1757700538920,0.0,14.62,0.1
1757700539921,0.0,14.62,3.6
1757700540921,0.0,14.62,32.0
1757700541922,1.0,14.62,0.7
1757700542923,0.0,14.62,2.6
1757700543923,0.0,14.62,30.7
1757700544924,0.0,14.62,0.1
1757700545925,0.0,14.62,1.8
1757700546926,1.0,14.62,31.0
1757700547926,0.0,14.62,0.3
1757700548927,0.0,14.62,11.6
1757700549928,0.0,14.62,36.1
1757700550928,0.0,14.62,4.6
1757700551929,0.0,14.62,0.4
1757700552930,1.0,14.62,31.0
1757700553930,0.0,14.62,0.6
1757700554931,0.0,14.62,2.5
1757700555932,0.0,14.62,31.2
1757700556932,0.0,14.62,1.5
1757700557933,0.0,14.62,0.3
1757700558934,0.0,14.62,30.7
1757700559935,0.0,14.62,2.5
1757700560935,0.0,14.62,2.8
1757700561936,0.0,14.62,29.8
1757700562937,1.0,14.62,3.0
1757700563938,0.0,14.62,0.0
1757700564938,0.0,14.62,29.3
1757700565939,0.0,14.62,4.6
1757700566940,0.0,14.62,0.0
1757700567941,0.0,14.62,28.5
1757700568941,0.0,14.62,5.4
1757700569942,0.0,14.62,0.0
1757700570943,0.0,14.62,27.9
1757700571944,0.0,14.62,4.7
1757700572944,1.0,14.62,0.0
1757700573946,0.0,14.62,25.9
1757700574947,0.0,14.62,6.5
1757700575948,0.0,14.62,0.1
1757700576949,0.0,14.62,19.6
1757700577950,0.0,14.62,12.4
1757700578951,0.0,14.62,0.5
1757700579951,0.0,14.62,13.0
1757700580952,0.0,14.62,18.9
1757700581953,2.0,14.62,0.1
1757700582956,0.0,14.62,6.8
1757700583957,0.0,14.62,26.0
1757700584958,0.0,14.62,0.5
1757700585958,0.0,14.62,2.9
1757700586959,0.0,14.62,30.0
1757700587960,0.0,14.62,0.0
1757700588960,0.0,14.62,2.7
1757700589961,0.0,14.62,30.9
1757700590962,0.0,14.62,1.4
1757700591962,0.0,14.62,1.5
1757700592963,0.0,14.62,31.8
1757700593964,0.0,14.62,0.1
1757700594964,1.0,14.62,0.9
1757700595965,0.0,14.62,31.8
1757700596966,0.0,14.62,2.1
1757700597967,0.0,14.62,0.1
1757700598967,0.0,14.62,31.7
1757700599968,0.0,14.62,2.1
1757700600969,0.0,14.62,0.4
1757700601969,0.0,14.62,31.1
1757700602970,0.0,14.62,1.7
1757700603971,0.0,14.62,0.1
1757700604972,1.0,14.62,30.5
1757700605972,0.0,14.62,2.9
1757700606974,0.0,14.62,0.5
1757700607974,0.0,14.62,29.5
1757700608975,0.0,14.62,4.9
1757700609976,0.0,14.62,0.2
1757700610977,1.0,14.62,28.6
1757700611977,0.0,14.62,4.2
1757700612978,0.0,14.62,2.9
1757700613979,1.0,14.62,28.4
1757700614979,0.0,14.62,9.2
1757700615980,0.0,14.62,0.1
1757700616982,0.0,14.62,24.8
1757700617983,0.0,14.62,8.6
1757700618984,0.0,14.62,0.2
1757700619984,0.0,14.62,20.7
1757700620985,0.0,14.62,13.0
1757700621986,0.0,14.62,0.4
1757700622987,0.0,14.62,16.2
1757700623988,0.0,14.62,18.9
1757700624989,0.0,14.62,0.2
1757700625989,0.0,14.62,9.8
1757700626990,0.0,14.62,22.5
1757700627991,1.0,14.62,0.1
1757700628991,1.0,14.62,3.3
1757700629992,0.0,14.62,29.7
1757700630993,0.0,14.62,0.8
1757700631994,0.0,14.62,2.5
1757700632994,0.0,14.62,30.6
1757700633995,0.0,14.62,0.0
1757700634996,0.0,14.62,3.2
1757700635996,0.0,14.62,29.9
1757700636997,0.0,14.62,0.4
1757700637998,0.0,14.62,1.3
1757700638998,0.0,14.62,30.3
1757700639999,0.0,14.62,0.1
1757700641000,1.0,14.62,1.8
1757700642000,0.0,14.62,31.4
1757700643001,0.0,14.62,2.1
1757700644002,0.0,14.62,0.1
1757700645002,0.0,14.62,31.1
1757700646003,0.0,14.62,1.3
1757700647004,0.0,14.62,0.2
1757700648004,0.0,14.62,30.7
1757700649005,0.0,14.62,3.5
1757700650006,0.0,14.62,0.0
1757700651006,0.0,14.62,29.5
1757700652007,0.0,14.62,3.5
1757700653008,2.0,14.62,1.7
1757700654008,0.0,14.62,28.6
1757700655009,0.0,14.62,4.0
1757700656010,0.0,14.62,0.3
1757700657011,0.0,14.62,29.6
1757700658011,0.0,14.62,6.0
1757700659012,0.0,14.62,0.2
1757700660013,0.0,14.62,27.6
1757700661014,0.0,14.62,7.7
1757700662014,1.0,14.62,0.1
1757700663015,0.0,14.62,20.3
1757700664016,0.0,14.62,13.9
1757700665016,0.0,14.62,0.1
1757700666017,0.0,14.62,13.6
1757700667018,0.0,14.62,20.7
1757700668019,0.0,14.62,0.2
1757700669019,0.0,14.62,11.1
1757700670020,0.0,14.62,21.6
1757700671021,0.0,14.62,0.3
1757700672021,0.0,14.62,3.6
1757700673022,1.0,14.62,29.5
1757700674023,0.0,14.62,0.4
1757700675024,0.0,14.62,3.6
1757700676024,0.0,14.62,31.9
1757700677025,0.0,14.62,1.8
1757700678026,0.0,14.62,2.3
1757700679026,0.0,14.62,31.5
1757700680027,0.0,14.62,1.9
1757700681028,1.0,14.62,2.6
1757700682028,0.0,14.62,31.2
1757700683029,0.0,14.62,0.4
1757700684030,0.0,14.62,0.9
1757700685030,0.0,14.62,31.8
1757700686031,0.0,14.62,1.1
1757700687032,0.0,14.62,0.7
1757700688032,0.0,14.62,31.6
1757700689033,0.0,14.62,1.0
1757700690034,1.0,14.62,0.2
1757700691034,0.0,14.62,31.3
1757700692035,0.0,14.62,2.0
1757700693036,0.0,14.62,0.1
1757700694036,0.0,14.62,30.4
1757700695037,0.0,14.62,2.5
1757700696038,0.0,14.62,0.1
1757700697038,1.0,14.62,29.5
1757700698039,0.0,14.62,4.3
1757700699040,0.0,14.62,0.3
1757700700040,0.0,14.62,28.6
1757700701041,0.0,14.62,4.5
1757700702042,0.0,14.62,0.1
1757700703042,0.0,14.62,27.5
1757700704043,0.0,14.62,4.4
1757700705044,1.0,14.62,0.4
1757700706045,0.0,14.62,27.4
1757700707046,0.0,14.62,6.3
1757700708047,0.0,14.62,0.2
1757700709049,0.0,14.62,18.0
1757700710050,0.0,14.62,15.3
1757700711051,0.0,14.62,1.7
1757700712051,0.0,14.62,15.3
1757700713052,0.0,14.62,17.4
1757700714053,0.0,14.62,0.1
1757700715056,0.0,14.62,7.6
1757700716057,0.0,14.62,25.3
1757700717058,2.0,14.62,1.8
1757700718058,0.0,14.62,3.3
1757700719059,0.0,14.62,30.8
1757700720060,0.0,14.62,0.3
1757700721061,0.0,14.62,2.3
1757700722062,0.0,14.62,30.2
1757700723062,0.0,14.62,0.3
1757700724063,0.0,14.62,1.7
1757700725064,0.0,14.62,31.6
1757700726064,0.0,14.62,1.2
1757700727065,0.0,14.62,1.1
1757700728066,0.0,14.62,31.5
1757700729067,0.0,14.62,1.0
1757700730067,1.0,14.62,0.3
1757700731068,0.0,14.62,31.4
1757700732069,0.0,14.62,0.7
1757700733069,0.0,14.62,0.8
1757700734070,0.0,14.62,30.8
1757700735071,0.0,14.62,2.4
1757700736071,0.0,14.62,0.0
1757700737072,0.0,14.62,30.2
1757700738073,0.0,14.62,2.0
1757700739074,0.0,14.62,0.6
1757700740074,0.0,14.62,29.8
1757700741075,1.0,14.62,4.2
1757700742076,0.0,14.62,0.1
1757700743076,0.0,14.62,28.9
1757700744077,0.0,14.62,4.3
1757700745078,0.0,14.62,0.2
1757700746079,0.0,14.62,28.4
1757700747079,0.0,14.62,5.3
1757700748080,1.0,14.62,0.1
1757700749081,0.0,14.62,24.9
1757700750081,1.0,14.62,10.0
1757700751082,0.0,14.62,0.6
1757700752085,0.0,14.62,22.8
1757700753086,0.0,14.62,11.5
1757700754087,0.0,14.62,0.1
1757700755089,0.0,14.62,16.7
1757700756090,0.0,14.62,16.0
1757700757091,0.0,14.62,0.1
1757700758091,0.0,14.62,11.2
1757700759094,0.0,14.62,20.8
1757700760094,1.0,14.62,0.1
1757700761095,0.0,14.62,4.2
1757700762096,0.0,14.62,28.1
1757700763096,0.0,14.62,0.1
1757700764097,0.0,14.62,2.6
1757700765098,0.0,14.62,31.0
1757700766099,0.0,14.62,0.3
1757700767099,0.0,14.62,2.1
1757700768100,0.0,14.62,31.3
1757700769101,0.0,14.62,1.0
1757700770101,0.0,14.62,1.7
1757700771102,0.0,14.62,31.4
1757700772103,0.0,14.62,0.5
1757700773104,1.0,14.62,1.7
1757700774104,1.0,14.62,31.8
1757700775105,0.0,14.62,0.2
1757700776106,0.0,14.62,0.0
1757700777106,0.0,14.62,32.1
1757700778107,0.0,14.62,1.1
1757700779108,0.0,14.62,0.5
1757700780108,0.0,14.62,30.8
1757700781109,0.0,14.62,2.7
1757700782110,0.0,14.62,0.1
1757700783110,1.0,14.62,29.6
1757700784111,0.0,14.62,2.5
1757700785112,0.0,14.62,0.1
1757700786113,0.0,14.62,29.3
1757700787113,0.0,14.62,2.7
1757700788114,0.0,14.62,0.1
1757700789115,0.0,14.62,28.5
1757700790115,0.0,14.62,4.3
1757700791116,0.0,14.62,1.3
1757700792117,1.0,14.62,27.9
1757700793118,0.0,14.62,5.4
1757700794118,0.0,14.62,0.1
1757700795119,0.0,14.62,26.1
1757700796120,0.0,14.62,5.8
1757700797120,0.0,14.62,1.2
1757700798122,0.0,14.62,20.5
1757700799123,0.0,14.62,11.8
1757700800124,0.0,14.62,0.2
1757700801124,0.0,14.62,13.4
1757700802125,1.0,14.62,19.9
1757700803126,0.0,14.62,1.1
1757700804126,0.0,14.62,7.5
1757700805127,0.0,14.62,25.5
1757700806128,0.0,14.62,0.1
1757700807129,0.0,14.62,2.9
1757700808129,0.0,14.62,30.7
1757700809130,0.0,14.62,0.3
1757700810130,0.0,14.62,2.4
1757700811131,0.0,14.62,30.3
1757700812132,0.0,14.62,0.2
1757700813133,1.0,14.62,1.8
1757700814133,0.0,14.62,31.8
1757700815134,0.0,14.62,2.2
1757700816135,0.0,14.62,0.8
1757700817136,0.0,14.62,27.9
1757700818136,1.0,14.62,0.2
1757700819137,0.0,14.62,4.0
1757700820138,0.0,14.62,0.2
1757700821138,0.0,14.62,4.2
1757700822139,0.0,14.62,0.1
1757701431015,0.0,14.62,0.0
1757701432015,0.0,14.62,0.1
1757701433016,0.0,14.62,12.2
1757701434017,0.0,14.62,20.3
1757701435018,1.0,14.62,0.2
1757701436018,0.0,14.62,4.2
1757701437019,0.0,14.62,30.4
1757701438020,0.0,14.62,0.1
1757701439021,0.0,14.62,2.9
1757701440021,0.0,14.62,32.0
1757701441022,0.0,14.62,0.7
1757701442023,0.0,14.62,2.0
1757701443023,0.0,14.62,30.9
1757701444024,0.0,14.62,0.1
1757701445025,0.0,14.62,1.4
1757701446025,1.0,14.62,31.4
1757701447026,0.0,14.62,0.5
1757701448027,0.0,14.62,1.0
1757701449028,1.0,14.62,31.6
1757701450028,0.0,14.62,0.4
1757701451029,0.0,14.62,0.2
1757701452030,0.0,14.62,31.6
1757701453030,0.0,14.62,1.5
1757701454031,0.0,14.62,0.1
1757701455032,0.0,14.62,30.9
1757701456033,0.0,14.62,2.8
1757701457033,0.0,14.62,0.2
1757701458034,0.0,14.62,30.2
1757701459035,0.0,14.62,2.5
1757701460036,1.0,14.62,0.0
1757701461037,0.0,14.62,29.1
1757701462037,0.0,14.62,3.7
1757701463038,0.0,14.62,0.1
1757701464039,0.0,14.62,28.8
1757701465039,0.0,14.62,3.6
1757701466040,0.0,14.62,0.8
1757701467041,0.0,14.62,27.9
1757701468042,0.0,14.62,4.1
1757701469042,1.0,14.62,0.2
1757701470045,0.0,14.62,25.7
1757701471046,0.0,14.62,7.3
1757701472047,0.0,14.62,0.2
1757701473048,0.0,14.62,15.7
1757701474048,0.0,14.62,17.7
1757701475049,0.0,14.62,0.2
1757701476050,0.0,14.62,15.3
1757701477051,0.0,14.62,17.1
1757701478052,0.0,14.62,0.2
1757701479052,1.0,14.62,7.3
1757701480053,1.0,14.62,26.0
1757701481054,0.0,14.62,0.3
1757701482054,0.0,14.62,3.3
1757701483055,0.0,14.62,30.0
1757701484056,0.0,14.62,0.2
1757701485057,0.0,14.62,2.3
1757701486058,0.0,14.62,31.0
1757701487058,0.0,14.62,0.2
1757701488059,0.0,14.62,1.6
1757701489060,0.0,14.62,30.9
1757701490060,0.0,14.62,1.1
1757701491061,0.0,14.62,1.1
1757701492062,0.0,14.62,32.1
1757701493062,0.0,14.62,0.1
1757701494063,1.0,14.62,0.2
1757701495064,0.0,14.62,31.5
1757701496064,0.0,14.62,2.0
1757701497065,0.0,14.62,1.4
1757701498066,0.0,14.62,31.0
1757701499067,0.0,14.62,2.5
1757701500067,0.0,14.62,0.1
1757701501068,0.0,14.62,30.4
1757701502069,0.0,14.62,4.2
1757701503070,1.0,14.62,0.2
1757701504070,1.0,14.62,29.4
1757701505071,0.0,14.62,3.1
1757701506072,0.0,14.62,0.5
1757701507073,0.0,14.62,29.0
1757701508073,0.0,14.62,4.2
1757701509074,0.0,14.62,0.2
1757701510075,0.0,14.62,28.4
1757701511076,0.0,14.62,5.6
1757701512076,0.0,14.62,0.5
1757701513077,0.0,14.62,27.6
1757701514078,0.0,14.62,5.2
1757701515078,0.0,14.62,0.1
1757701516081,1.0,14.62,20.3
1757701517082,0.0,14.62,12.2
1757701518083,0.0,14.62,0.2
1757701519084,0.0,14.62,15.0
1757701520085,0.0,14.62,20.6
1757701521086,0.0,14.62,1.2
1757701522086,1.0,14.62,9.1
1757701523087,0.0,14.62,24.3
1757701524088,0.0,14.62,0.0
1757701525088,0.0,14.62,3.4
1757701526089,0.0,14.62,30.0
1757701527090,0.0,14.62,0.1
1757701528091,1.0,14.62,2.6
1757701529091,0.0,14.62,30.8
1757701530092,0.0,14.62,0.0
1757701531093,0.0,14.62,2.0
1757701532094,0.0,14.62,30.5
1757701533094,0.0,14.62,0.2
1757701534095,0.0,14.62,1.2
1757701535096,0.0,14.62,31.8
1757701536097,0.0,14.62,1.9
1757701537098,0.0,14.62,0.6
1757701538099,0.0,14.62,31.6
1757701539099,0.0,14.62,1.9
1757701540100,1.0,14.62,0.1
1757701541101,0.0,14.62,31.6
1757701542101,0.0,14.62,2.5
1757701543102,1.0,14.62,0.2
1757701544103,0.0,14.62,30.7
1757701545104,0.0,14.62,4.6
1757701546105,0.0,14.62,0.2
1757701547106,0.0,14.62,30.1
1757701548107,0.0,14.62,2.9
1757701549107,0.0,14.62,0.1
1757701550108,1.0,14.62,29.4
1757701551109,0.0,14.62,6.4
1757701552111,0.0,14.62,1.5
1757701553112,0.0,14.62,28.9
1757701554112,0.0,14.62,7.5
1757701555113,0.0,14.62,0.1
1757701556114,0.0,14.62,28.1
1757701557115,0.0,14.62,6.0
1757701558115,0.0,14.62,0.2
1757701559116,1.0,14.62,3.8
1757701560117,0.0,14.62,31.6
1757701561117,0.0,14.62,0.0
1757701562118,0.0,14.62,3.1
1757701563119,0.0,14.62,29.9
1757701564120,0.0,14.62,0.0
1757701565120,0.0,14.62,2.4
1757701566121,0.0,14.62,31.0
1757701567122,0.0,14.62,0.4
1757701568122,0.0,14.62,1.7
1757701569123,1.0,14.62,31.9
1757701570124,0.0,14.62,0.3
1757701571125,0.0,14.62,0.9
1757701572125,0.0,14.62,31.9
1757701573126,1.0,14.62,1.0
1757701574127,0.0,14.62,0.3
1757701575128,0.0,14.62,31.7
1757701576128,0.0,14.62,1.8
1757701577129,0.0,14.62,0.1
1757701578130,0.0,14.62,31.1
1757701579130,0.0,14.62,2.5
1757701580131,0.0,14.62,0.2
1757701581132,0.0,14.62,30.3
1757701582133,1.0,14.62,3.6
1757701583133,0.0,14.62,0.2
1757701584134,0.0,14.62,29.6
1757701585135,0.0,14.62,3.5
1757701586136,0.0,14.62,0.1
1757701587136,0.0,14.62,29.0
1757701588137,0.0,14.62,4.0
1757701589138,0.0,14.62,0.3
1757701590138,0.0,14.62,28.3
1757701591139,1.0,14.62,4.7
1757701592140,0.0,14.62,0.3
1757701593141,0.0,14.62,27.5
1757701594141,0.0,14.62,4.6
1757701595142,0.0,14.62,0.1
1757701596145,0.0,14.62,17.7
1757701597146,0.0,14.62,15.6
1757701598147,0.0,14.62,1.4
1757701599147,1.0,14.62,13.0
1757701600148,0.0,14.62,20.3
1757701601149,0.0,14.62,0.2
1757701602149,0.0,14.62,7.0
1757701603150,0.0,14.62,26.4
1757701604151,0.0,14.62,0.7
1757701605152,0.0,14.62,3.6
1757701606152,0.0,14.62,29.5
1757701607153,0.0,14.62,0.1
1757701608154,1.0,14.62,2.6
1757701609154,0.0,14.62,31.1
1757701610155,0.0,14.62,0.9
1757701611156,0.0,14.62,2.1
1757701612157,0.0,14.62,31.1
1757701613158,0.0,14.62,0.1
1757701614158,0.0,14.62,1.4
1757701615159,0.0,14.62,31.6
1757701616160,1.0,14.62,0.5
1757701617161,0.0,14.62,1.7
1757701618161,1.0,14.62,31.7
1757701619162,0.0,14.62,2.4
1757701620163,0.0,14.62,0.2
1757701621163,0.0,14.62,31.3
1757701622164,0.0,14.62,1.7
1757701623165,0.0,14.62,0.2
1757701624166,0.0,14.62,30.6
1757701625166,0.0,14.62,2.5
1757701626167,0.0,14.62,0.0
1757701627168,1.0,14.62,29.9
1757701628168,0.0,14.62,3.0
1757701629169,0.0,14.62,0.3
1757701630170,0.0,14.62,29.2
1757701631171,0.0,14.62,3.3
1757701632171,0.0,14.62,0.0
1757701633172,0.0,14.62,28.7
1757701634173,0.0,14.62,5.9
1757701635174,0.0,14.62,0.1
1757701636176,0.0,14.62,22.0
1757701637177,0.0,14.62,11.8
1757701638178,0.0,14.62,0.7
1757701639179,1.0,14.62,23.6
1757701640180,1.0,14.62,9.9
1757701641181,0.0,14.62,0.1
1757701642182,0.0,14.62,15.8
1757701643182,0.0,14.62,18.0
1757701644183,0.0,14.62,0.2
1757701645184,0.0,14.62,10.2
1757701646184,0.0,14.62,25.6
1757701647185,0.0,14.62,0.0
1757701648186,0.0,14.62,5.2
1757701649186,0.0,14.62,28.3
1757701650187,0.0,14.62,0.2
1757701651188,1.0,14.62,2.9
1757701652188,0.0,14.62,31.2
1757701653189,0.0,14.62,0.2
1757701654190,0.0,14.62,2.1
1757701655191,0.0,14.62,31.7
1757701656191,0.0,14.62,0.6
1757701657192,0.0,14.62,1.5
1757701658193,0.0,14.62,31.8
1757701659193,1.0,14.62,0.3
1757701660194,0.0,14.62,0.8
1757701661195,0.0,14.62,31.9
1757701662196,0.0,14.62,0.8
1757701663197,0.0,14.62,0.1
1757701664197,0.0,14.62,31.9
1757701665198,0.0,14.62,2.3
1757701666199,0.0,14.62,0.3
1757701667199,0.0,14.62,30.8
1757701668200,0.0,14.62,3.5
1757701669201,1.0,14.62,0.4
1757701670202,0.0,14.62,30.3
1757701671203,0.0,14.62,3.0
1757701672203,0.0,14.62,0.9
1757701673204,0.0,14.62,29.5
1757701674205,0.0,14.62,3.1
1757701675205,0.0,14.62,0.3
1757701676206,1.0,14.62,28.8
1757701677207,0.0,14.62,6.1
1757701678208,0.0,14.62,0.1
1757701679208,0.0,14.62,28.2
1757701680209,1.0,14.62,5.5
1757701681210,0.0,14.62,0.0
1757701682212,0.0,14.62,24.4
1757701683213,0.0,14.62,8.6
1757701684214,0.0,14.62,0.3
1757701685216,0.0,14.62,17.9
1757701686217,0.0,14.62,14.6
1757701687218,0.0,14.62,0.5
1757701688218,0.0,14.62,12.2
1757701689219,0.0,14.62,23.8
1757701690220,0.0,14.62,0.5
1757701691220,1.0,14.62,8.8
1757701692221,0.0,14.62,24.0
1757701693222,0.0,14.62,0.3
1757701694223,0.0,14.62,3.3
1757701695223,0.0,14.62,30.7
1757701696224,0.0,14.62,0.6
1757701697225,0.0,14.62,2.6
1757701698226,0.0,14.62,30.5
1757701699226,1.0,14.62,0.3
1757701700227,0.0,14.62,7.3
1757701701228,0.0,14.62,31.6
1757701702229,0.0,14.62,0.4
1757701703229,0.0,14.62,1.1
1757701704230,0.0,14.62,33.0
1757701705231,0.0,14.62,1.4
1757701706231,0.0,14.62,0.6
