src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,is_partial,Label
10.128.0.8,10.128.0.5,54882,443,6,0.213288,11,0,4419,3706,1738,66,401.7272727272728,633.3702193115365,0,0,0.0,0.0,38094.0324819024,98.45842241476312,0.0106644,0.0194582755952319,0.06529,0,0.213275,0.0213275,0.0232938814981531,0.06529,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,220,0,51.57345936011402,0.0,66,1738,386.9047619047619,543.7245367666297,295636.3718820861,2,0,0,11,21,0,0,0,0.9090909090909092,386.9047619047619,401.7272727272728,0.0,0.0,0.0,0.0,0,0,0,11,4419,10,3706,511,493,5,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54886,443,6,0.315264,11,0,4372,3706,1738,66,397.45454545454544,634.2067864142454,0,0,0.0,0.0,25622.96995533902,66.61084043848965,0.0157631999999999,0.036587417484157,0.159185,0,0.315252,0.0315252,0.0470617627502413,0.160083,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,220,0,34.89139261063743,0.0,66,1738,384.6666666666667,544.1783087794216,296130.0317460316,2,0,0,11,21,0,0,0,0.9090909090909092,384.6666666666667,397.45454545454544,0.0,0.0,0.0,0.0,0,0,0,11,4372,10,3706,511,493,5,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54888,443,6,0.371088,11,0,4367,3349,1738,66,397.0,634.3126559154763,0,0,0.0,0.0,20792.91165437848,56.5903505367999,0.0185544,0.047517097034015,0.212743,0,0.371079,0.0371079,0.0621832431342238,0.213549,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,220,0,29.642564566895185,0.0,66,1738,367.4285714285714,533.7798343555381,284920.91156462574,2,0,0,11,21,0,0,0,0.9090909090909092,367.4285714285714,397.0,0.0,0.0,0.0,0.0,0,0,0,11,4367,10,3349,511,493,5,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54892,443,6,0.365559,11,0,4366,3321,1738,66,396.9090909090909,634.3342185523703,0,0,0.0,0.0,21028.069340380072,57.4462672236219,0.0182779499999999,0.0465409571157222,0.208868,0,0.365544,0.0365544,0.0608855495502832,0.209771,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,220,0,30.090901879040043,0.0,66,1738,366.04761904761904,533.4200949837063,284536.9977324263,2,0,0,11,21,0,0,0,0.9090909090909092,366.04761904761904,396.9090909090909,0.0,0.0,0.0,0.0,0,0,0,11,4366,10,3321,511,493,5,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54906,443,6,0.266412,5,0,438,271,120,66,87.6,26.454489222058328,0,0,0.0,0.0,2661.291533414411,33.78226206026756,0.0333015,0.0538756145022959,0.163641,0,0.266378,0.0665945,0.0605544860456267,0.1646,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,100,0,18.76792336681531,0.0,66,120,78.77777777777777,22.13984732346122,490.17283950617286,2,0,0,3,9,0,0,0,0.8,78.77777777777777,87.6,0.0,0.0,0.0,0.0,0,0,0,5,438,4,271,511,506,2,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54908,443,6,0.325539,12,0,2701,3571,1738,66,225.0833333333333,457.3626311679704,0,0,0.0,0.0,19266.508774678303,67.58022848260883,0.0155018571428571,0.0374904208784892,0.165419,0,0.325507,0.0295915454545454,0.0479126528617225,0.16626,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,240,0,36.86194280869573,0.0,66,1738,285.09090909090907,440.1547154736832,193736.17355371892,2,3,0,10,20,0,0,0,0.8333333333333334,285.09090909090907,225.0833333333333,0.0,0.0,0.0,0.0,0,0,0,12,2701,10,3571,65320,64768,4,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,55361,1434,17,0.0,2,0,86,0,43,43,43.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,43,43,43.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0,0,0,2,86,0,0,0,0,2,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54918,443,6,0.215319,13,0,2866,5205,1758,66,220.46153846153845,446.68085584928366,0,0,0.0,0.0,37483.91920824451,111.46252769147172,0.0093616956521739,0.0177376414500835,0.055363,0,0.215311,0.0179425833333333,0.0215755361635129,0.056272,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,260,0,60.37553583288052,0.0,66,2259,336.2916666666667,578.9691614676516,335205.2899305556,2,3,0,10,22,0,0,0,0.8461538461538461,336.2916666666667,220.46153846153845,0.0,0.0,0.0,0.0,0,0,0,13,2866,11,5205,65320,64768,4,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54926,443,6,0.214788,13,0,2834,3780,1738,66,218.0,441.3322488173211,0,0,0.0,0.0,30793.15417993556,111.73808592658808,0.0093386086956521,0.0186364817932325,0.059209,0,0.214782,0.0178984999999999,0.0228942418361036,0.059209,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,260,0,60.52479654356854,0.0,66,1738,275.5833333333333,432.851005607652,187359.9930555556,2,3,0,10,22,0,0,0,0.8461538461538461,275.5833333333333,218.0,0.0,0.0,0.0,0.0,0,0,0,13,2834,11,3780,65320,64768,4,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54940,443,6,0.214772,13,0,2867,3780,1738,66,220.53846153846155,441.534843190749,0,0,0.0,0.0,30949.09951017824,111.74641014657404,0.0093379130434782,0.0187099373547461,0.060037,0,0.2147649999999999,0.0178970833333333,0.022934445493109,0.060037,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,260,0,60.52930549606094,0.0,66,1738,276.9583333333333,432.7818425764751,187300.1232638889,2,3,0,10,22,0,0,0,0.8461538461538461,276.9583333333333,220.53846153846155,0.0,0.0,0.0,0.0,0,0,0,13,2867,11,3780,65320,64768,4,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,54944,443,6,0.213953,12,0,2777,3539,1738,66,231.41666666666663,457.0959888858745,0,0,0.0,0.0,29520.50216636364,102.82632166877772,0.010188238095238,0.0190839138042008,0.059486,0,0.2139339999999999,0.0194485454545454,0.0230105185487919,0.059486,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,240,0,56.08708454660603,0.0,66,1738,287.09090909090907,438.0877775360165,191920.90082644628,2,3,0,10,20,0,0,0,0.8333333333333334,287.09090909090907,231.41666666666663,0.0,0.0,0.0,0.0,0,0,0,12,2777,10,3539,65320,64768,4,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,53354,80,6,0.160928,7,0,632,791,220,66,90.28571428571428,53.0706114145896,0,0,0.0,0.0,8842.463710479222,74.56750845098429,0.0146298181818181,0.0218731016415479,0.057447,0,0.160903,0.0268171666666666,0.0237350876651471,0.057447,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,140,0,43.497713263074175,0.0,66,519,118.58333333333331,127.78136166471576,16328.076388888889,2,3,0,2,10,0,0,0,0.7142857142857143,118.58333333333331,90.28571428571428,0.0,0.0,0.0,0.0,0,0,0,7,632,5,791,65320,64768,1,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,53362,80,6,0.216971,7,0,785,791,373,66,112.14285714285714,106.55170250222402,0,0,0.0,0.0,7263.643528397804,55.30693041927263,0.0197246363636363,0.0320476649050717,0.103262,0,0.216933,0.0361555,0.0363919256097191,0.104289,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,140,0,32.26237607790903,0.0,66,519,131.33333333333334,143.88324742265473,20702.388888888883,2,3,0,2,10,0,0,0,0.7142857142857143,131.33333333333334,112.14285714285714,0.0,0.0,0.0,0.0,0,0,0,7,785,5,791,65320,64768,1,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,53378,80,6,0.216821,7,0,632,967,220,66,90.28571428571428,53.0706114145896,0,0,0.0,0.0,7374.746911046439,55.34519257820967,0.019711,0.0313912339645669,0.099489,0,0.2168,0.0361333333333333,0.0352337480108047,0.100337,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,140,0,32.284695670622305,0.0,66,695,133.25,174.47020996911382,30439.854166666668,2,3,0,2,10,0,0,0,0.7142857142857143,133.25,90.28571428571428,0.0,0.0,0.0,0.0,0,0,0,7,632,5,967,65320,64768,1,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,53390,80,6,0.211818,7,0,636,791,224,66,90.85714285714286,54.467365252516295,0,0,0.0,0.0,6736.915654004853,56.65240914369883,0.0192561818181818,0.0325298234654634,0.103831,0,0.211791,0.0352985,0.0374534745818061,0.104666,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,140,0,33.04723866715765,0.0,66,519,118.91666666666669,128.05041867257688,16396.909722222226,2,3,0,2,10,0,0,0,0.7142857142857143,118.91666666666669,90.85714285714286,0.0,0.0,0.0,0.0,0,0,0,7,636,5,791,65320,64768,1,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
10.128.0.8,10.128.0.5,53400,80,6,0.216894,7,0,628,834,216,66,89.71428571428571,51.67401747138162,0,0,0.0,0.0,6740.619841950445,55.326565050208856,0.0197176363636363,0.0323712528678054,0.103871,0,0.216873,0.0361455,0.0369333759841059,0.104928,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,140,0,32.27382961262183,0.0,66,562,121.83333333333331,138.83433372988912,19274.97222222223,2,3,0,2,10,0,0,0,0.7142857142857143,121.83333333333331,89.71428571428571,0.0,0.0,0.0,0.0,0,0,0,7,628,5,834,65320,64768,1,20,0,0,0,0,0,0,0,0,1,Unknown/Anomaly
